| Nombre | Modelo | DESCRIPCION | PRECIO |
| Gabinete Metálico para Panel AV GMX007 | AV GMX007 | GABINETE METALICO PARA PANEL DE CONTROL O MODULOS EXPANSORES (PC5002C) | 400.00 |
| Módulo Fuente de Alimentación HSM2300 | HSM2300 | MÓDULO FUENTE DE ALIMENTACIÓN 12 VCD @ 1A COMPATIBLE CON PANEL NEO, PRO | 1984.11 |
| Módulo Receptor 32 Zonas RF5132-433 | RF5132-433 | MÓDULO RECEPTOR 1 VÍA SOPORTA 32 ZONAS INALAMBRICAS COMPATIBLE CON PANEL POWER SERIES | 1780.00 |
| Panel de Alarma NEO DSC HS2032PCBSPA | DSC HS2032PCBSPA | SERIE NEO PANEL DE ALARMA 8 / 32 ZONAS / SOLO PANEL TARJETA MADRE DEL SISTEMA DE ALARMA | 1765.52 |
| Bocina con Estroboscópica SPS-CRL | SPS-CRL | BOCINA CON LÁMPARA ESTROBOSCÓPICA, MONTAJE EN TECHO, COLOR ROJO, NUEVO DISEÑO MODERNO Y ELEGANTE Y MENOR CONSUMO DE CORRIENTE | 2850.00 |
| Botón de Pánico con Leyenda SF12EMG | SF12EMG | BOTÓN DE PÁNICO / CON LEYENDA DE EMERGENCIA /APLICACIONES PARA PANELES DE ALARMA, CONTROL DE ACCESO, VIDEOVIGILANCIA/ FÁCIL USO | 265.89 |
| Botón de Pánico Inalámbrico 433MHz WS4938 | WS4938 | BOTÓN DE PÁNICO INALAMBRICO CON FRECUENCIA 433 MHZ COMPATIBLE CON POWER SERIES, IMPASSA Y MAXSYS | 881.90 |
| Caja para Sirena HSB-R | HSB-R | CAJA PARA MONTAJE DE SIRENA/ESTROBO, COLOR ROJO | 620.00 |
| Comunicador LTE 5G MN01-LTE-M | MN01-LTE-M | COMUNICADOR LTE 5G DUAL SIM / 5G SIN LIMITES / ÚNICO PROGRAMACIÓN REMOTA DSC/HONEYWELL / CERO CONFIGURACIÓN / COMPATIBLE HONEYWELL/DSC/CROW/PIMA / 2 AÑOS DE LICENCIA EN PLATAFORMA M2M | 3735.76 |
| Contacto Magnético Alámbrico HO-03 | HO-03 | CONTACTO MAGNETICO ALAMBRICO / COMPATIBLE CON DSC / RISCO / IHORN / SALIDA NC | 180.00 |
| Contacto Magnético de Sobreponer SM-433-TQ/W | SM-433-TQ/W | CONTACTO MAGNETICO BLANCO DE SOBREPONER 1-1/4" (31MM) GAP COMPATIBLE PANELES DSC / RISCO / BOSCH | 86.21 |
| Contacto Magnético de Uso Rudo DS-PD1-MC-RS | DS-PD1-MC-RS | CONTACTO MAGNÉTICO DE USO RUDO / USO EN CORTINAS O PUERTAS DE EMERGENCIA DE METAL / INTERIOR | 450.00 |
| Contacto Magnético Inalámbrico Ultradelgado PG9303 | PG9303 | CONTACTO MAGNÉTICO LARGO ALCANCE ULTRADELGADO INALÁMBRICO CON TECNOLOGÍA POWER G COMPATIBLE CON NEO, PRO, QOLSYS E IOTEGA | 727.17 |
| Contacto Magnético 25mm 79392 | 79392 | CONTACTO MAGNÉTICO PARA APLICACIONES DE ALARMAS Y CCTV PARA PUERTAS Y VENTANAS, -GAP 25 MM. SALIDA CON IMÁN: N/C O N/O. | 413.36 |
| Contacto Magnético para Piso SF-3012 | SF-3012 | CONTACTO MAGNÉTICO PARA PISO USO RUDO CON 55CM DE CABLE BLINDADO | 308.63 |
| Contacto Magnético Interior DS-PD1-MC-WS | DS-PD1-MC-WS | CONTACTO MAGNÉTICO PARA PUERTAS Y VENTANAS / USO EN INTERIOR / ABS | 62.50 |
| Contacto Magnético Empotrar Café SF-1017BR | SF-1017BR | CONTACTO MAGNÉTICO PARA PUERTAS Y VENTANAS ALUMINIO Y MADERA DE EMPOTRAR COLOR CAFE | 290.00 |
| Contacto Magnético Blanco SF2033 | SF2033 | CONTACTO MAGNÉTICO PARA PUERTAS Y VENTANAS COLOR BLANCO | 290.00 |
| Contacto Magnético Café SF-2031BR | SF-2031BR | CONTACTO MAGNÉTICO PARA PUERTAS Y VENTANAS COLOR CAFÉ | 150.00 |
| Contacto Magnético Empotrar Blanco SF-1021 | SF-1021 | CONTACTO MAGNÉTICO PARA PUERTAS Y VENTANAS METÁLICAS, ALUMINIO Y MADERA DE EMPOTRAR COLOR BLANCO | 120.00 |
| Control Remoto Tipo Llavero 4 Botones 5834-4 | 5834-4 | CONTROL REMOTO TIPO LLAVERO DE 4 BOTONES CON LED / BATERÍA DE LARGA DURACIÓN 3-5 AÑOS | 990.00 |
| Controlador 4G LTE MQ03-LTE-M | MQ03-LTE-M | CONTROLADOR 4GLTEM / 4 ENTRADAS Y 2 SALIDAS / 2 AÑOS ILIMITADOS INCLUIDOS / ACTIVACION REMOTA /NOTIFICACION PUSH E EMAIL / APP SIN COSTO / SOPORTE PARA REPORTE A CENTRAL DE ALARMA | 2978.14 |
| Cubierta para Sirena Exterior HGOE-R | HGOE-R | CUBIERTA PARA INSTALAR SIRENAS ESTROBO EN EXTERIOR COMPATIBLE CON ESTROBOS SIRENAS HOCHIKI COLOR ROJO | 1630.09 |
| Detector de Humo Autónomo SA304CN | SA304CN | DETECTOR DE HUMO CON LUZ DE ESCAPE, AUTÓNOMO, BATERÍA DE 9 VCD | 485.00 |
| Detector de Humo y Temperatura 4 Hilos SF-119-4H12 | SF-119-4H12 | DETECTOR DE HUMO FOTOELÉCTRICO CON DETECTOR DE TEMPERATURA, CONEXIÓN A 4 HILOS | 690.00 |
| Detector de Humo 2 Hilos SF-119-2L | SF-119-2L | DETECTOR DE HUMO FOTOELÉCTRICO DE HUMO DE 2 HILOS | 990.00 |
| Detector de Humo y Calor Inalámbrico PG9936 | PG9936 | DETECTOR DE HUMO Y CALOR INALÁMBRICO CON TECNOLOGÍA POWER G COMPATIBLE CON NEO, PRO, QOLSYS E IOTGA | 2698.52 |
| Detector de Movimiento Inalámbrico PG9914 | PG9914 | DETECTOR DE MOVIMIENTO INALÁMBRICO CON TECNOLOGÍA POWER G COMPATIBLE CON NEO, PRO, QOLSYS E IOTEGA | 1194.83 |
| Detector de Movimiento Antimascotas LC100PI | LC100PI | DETECTOR DE MOVIMIENTO INFRARROJO CABLEADO ANTIMASCOTAS HASTA 25 KG NORMALMENTE CERRADO 15 M | 1350.00 |
| Detector Fotoeléctrico 100m SF100P | SF100P | DETECTOR DE RAYO FOTOELÉCTRICO / 2 RAYOS / 4 FRECUENCIAS / 100MTS EXTERIOR / ALIMENTACION 12-24VDC/VAC | 1532.28 |
| Detector Fotoeléctrico 250m SF250HO2 | SF250HO2 | DETECTOR DE RAYO FOTOELÉCTRICO / 4 RAYOS / 4 FRECUENCIAS / 250MTS EXTERIOR / ALIMENTACION 12-24 VCD | 2515.22 |
| Detector PIR Interior 18m DS-PDP18-EG2 (P) | DS-PDP18-EG2 (P) | DETECTOR PIR CABLEADO PARA INTERIOR / INMUNIDAD A MASCOTAS / RANGO DE DETECCIÓN DE 18 MTS / ANGULO DE 90° DE COBERTURA | 850.00 |
| Sirena Interior 15W SD-15W | SD-15W | DSC SD15W - SIRENA CABLEADA PARA INTERIOR 12 VCD 15W 2 TONOS 85 DB | 250.00 |
| Comunicador Dual IP/3G DSC0020009 | DSC0020009 | DSC TL2803GELAT - NEO COMUNICADOR DUAL IP/3G HSPA SERIE NEO, | 4868.49 |
| Repetidor Inalámbrico 433MHz DSC WS4920 | DSC WS4920 | DSC WS4920 - REPETIDOR INALÁMBRICO 1 VÍA 433 MHZ COMPATIBLE CON POWER SERIES, IMPASSA Y MAXSYS | 2420.00 |
| Estación de Jalón Simple 5140-MPS2 | 5140-MPS2 | ESTACIÓN DE JALÓN CONVENCIONAL DE ACCIÓN SIMPLE COLOR ROJA | 1095.13 |
| Estación de Jalón con Cerradura 5140-MPS1 | 5140-MPS1 | ESTACIÓN DE JALÓN CONVENCIONAL DE ACCIÓN SIMPLE COLOR ROJA CON CERRADURA | 1400.00 |
| Estación de Jalón HPS-SAH | HPS-SAH | ESTACIÓN DE JALÓN CONVENCIONAL DE ACCIÓN SIMPLE, COLOR ROJO | 730.00 |
| Estrobo con LEDs SF-1301-SAQ | SF-1301-SAQ | ESTROBO CON 55 LEDS DE ALTA LUMINOSIDAD CON LA OPCIÓN DE RESPALDO CON BATERÍA 9V | 480.00 |
| Fotocelda Infrarroja 10m XBS-IR33 | XBS-IR33 | FOTOCELDA INFRARROJA (TRANSMISOR CON RECEPTOR) / ALCANCE DE HASTA 10 METROS / USO EN BARRERAS Y MOTORES DE ACCESO VEHICULAR | 220.70 |
| Fotocelda Infrarroja 20m 785102 | 785102 | FOTOCELDA INFRARROJA XP20D (TRANSMISOR CON RECEPTOR) / ALCANCE DE HASTA 20 METROS / USO EN BARRERAS Y MOTORES DE ACCESO VEHICULAR | 2400.00 |
| Gabinete de Acero NEMA 4 IP66 | GABINETE DE ACERO, NEMA 4-IP 6 | GABINETE DE ACERO, NEMA 4-IP 66 DE 30X2515 CM CON PLATINA Y CERTIFICADO UL | 1350.00 |
| Gabinete para Sirena 15W IMP15NV2 | IMP15NV2 | GABINETE DISEÑADO PARA EL RESGUARDO DE SIRENA DE 15 WATT. | 300.00 |
| Gabinete Metálico Grande GMX-003 | GMX-003 | GABINETE METÁLICO GRANDE PC1832 / HS2032 / HS2128 (PC5003C) | 739.58 |
| Gabinete NEMA 20x20x15cm | GAB20X20 | GABINETE NEMA 20X20X15 | 803.40 |
| Gabinete NEMA 4 40x30x20cm G4A-403020-UL | G4A-403020-UL | GABINETE NEMA 4 -IP 66 DE 40 X 30 X 20 CM CON PLATINA Y CERTIFICADO UL. | 1460.81 |
| Gabinete NEMA 4 60x40x25cm NEMAANCLO | NEMAANCLO | GABINETE NEMA 4-IP66 DE 60X40X25 CM CON PLATINA Y CERTIFICACION UL | 3525.86 |
| Gabinete para Alarma SGR-PRU-V4 | SGR-PRU-V4 | GABINETE PARA ALARMA DE LA FAMILIA CAPTAIN/XL2T, CFB-516, VISTA48 Y BATERÍA PL712 (NO INCLUIDA) | 650.00 |
| Gabinete para Alarma SGR-PRP | SGR-PRP | GABINETE PARA ALARMA MG5050/EVO48TM4/SP4000 Y BATERÍA PL712 (NO INCLUIDO). | 737.00 |
| Gabinete para Sirena 30W IMP-30-V3 | IMP-30-V3 | GABINETE PARA RESGUARDO DE SIRENA DE 30 W | 432.67 |
| Estrobo LED HC05LED | HC05LED | IHORN HC05LED - ESTROBO COLOR ROJO / 90 DESTELLOS POR MINUTO COMPATIBLE CON PANELES IHORN / RISCO / DSC / BOSCH . | 390.00 |
| Kit Alarma Alámbrica NEO KITNEOALAM | KITNEOALAM | KIT ALARMA POWER SERIES NEO ALAMBRICO (SISTEMA DE ULTIMA GENERACIÓN) 1- BATERIA 12V 5.0 AH 1-TECLADO ICONOS 1-TARJETA PARA ALARMA 8 ZONAS 1-SIRENA 30 WATS 2-GABINETES METALICOS 2-SEN | 5172.41 |
| Kit Alarma Inalámbrica NEO KITALARMINA | KITALARMINA | KIT ALARMA POWER SERIES NEO CON RECEPTOR INALAMBRICO, 1-TECLADO RFK 1-BATERIA 12V 1AH 1-FUENTE DE PODER 16.5V 1-SIRENA 30 WHTAS 2- GABINETES 1-TARJETA DE ALARMA 8 ZONAS | 6390.00 |
| Kit Sensor Perimetral IRONCLAD IROC-2Z-500-V2 | IROC-2Z-500-V2 | KIT DE CABLE SENSOR PERIMETRAL PARA CERCAS CICLONICAS IRONCLAD/ 305 METROS / 2 ZONAS; 152 METROS POR ZONA / SIN FALSAS ALARMAS POR VIENTO / TODO INCLUIDO | 89990.00 |
| Kit Panel y Teclado PC1832CLC14SPA | PC1832CLC14SPA | KIT QUE CONTIENE PANEL DE ALARMA POWERSERIES PC1832 Y TECLADO DE ICONOS POWERSERIES PK5501 | 3086.21 |
| Llavero 4 Botones Programable PG9939 | PG9939 | LLAVERO DE 4 BOTONES PROGRAMABLES INALÁMBRICO POWER G CON UNA QUINTA FUNCIÓN COMPATIBLES CON NEO, PRO, QOLSYS E IOTEGA | 1070.18 |
| Llavero Slimline 4 Botones PG9929 | PG9929 | LLAVERO DE 4 BOTONES PROGRAMABLES INALÁMBRICO POWER G SLIMLINE COMPATIBLE CON NEO, PRO, QOLSYS E IOTEGA | 1095.00 |
| Módulo de Relevador PRORELAY | PRORELAY | MÓDULO DE RELEVADOR | 238.02 |
| Módulo Expansor 8 Zonas PC5108 | PC5108 | MÓDULO EXPANSOR DE 8 ZONAS CABLEADAS COMPATIBLE CON PANEL POWER SERIES-DSC PC5108 | 1357.63 |
| Comunicador de Internet TL280E | TL280E | NEO COMUNICADOR DE ALARMA VÍA INTERNET PARA PANEL HS2032 HS2064 HS2128, | 2034.66 |
| Tarjeta de Alarma 8 Zonas PC1832PCBSPA | PC1832PCBSPA | POWER SERIES TARJETA DE ALARMA 8 ZONAS EN PLACA EXPANDIBLE HASTA 32 ZONAS | 1890.00 |
| Receptor con 2 Relevadores PROR400 | PROR400 | RECEPTOR CON 2 RELEVADORES Y CONTROL REMOTO HASTA 50 METROS. | 493.85 |
| Relevador WiFi Shelly1 | SHELLY1 | RELEVADOR / INTERRUPTOR WIFI INDUSTRIAL INDUSTRIAL Y RESIDENCIAL INTELIGENTE / HASTA 16A / SOPORTA GOOGLE /ALEXA / NUBE P2P Y CONTROL LOCAL / | 478.50 |
| Repetidor Inalámbrico PG9920 | PG9920 | REPETIDOR INALÁMBRICO CON TECNOLOGÍA POWER G COMPATIBLE CON NEO. PRO, QOLSYS E IOTEGA | 2819.86 |
| Sensor de Masa para Barreras 10-MATRIX-D-1224 | 10-MATRIX-D-1224 | SENSOR DE MASA PARA BARRERAS DE DOS CANALES / IDEAL PARA ACCESOS VEHICULARES | 3034.48 |
| Sensor de Movimiento Antimascotas LC-100-PI | LC-100-PI | SENSOR DE MOVIMIENTO DSC CABLEADO ANTIMASCOTAS LC-100PI | 600.00 |
| Sirena con Estroboscópica 2 Hilos P2R-L | P2R-L | SIRENA CON LÁMPARA ESTROBOSCÓPICA A 2 HILOS, MONTAJE EN PARED, COLOR ROJO, CON CONFIGURACIÓN ESTROBOSCÓPICA SELECCIONABLE, NUEVO DISEÑO MODERNO Y ELEGANTE Y MENOR CONSUMO DE CORRIENTE | 1790.00 |
| Sirena con Estroboscópica y Texto P2RL-SP | P2RL-SP | SIRENA CON LÁMPARA ESTROBOSCÓPICA A 2 HILOS, MONTAJE EN PARED, COLOR ROJO, CONFIGURACIÓN ESTROBOSCÓPICA SELECCIONABLE Y TEXTO EN ESPAÑOL, NUEVO DISEÑO MODERNO Y ELEGANTE Y MENOR CONSUMO DE CORRIENTE | 1995.00 |
| Sirena con Estroboscópica Exterior P2R-K | P2R-K | SIRENA CON LÁMPARA ESTROBOSCÓPICA PARA EXTERIOR A 2 HILOS CON CONFIGURACIÓN ESTROBOSCÓPICA SELECCIONABLE | 2652.23 |
| Sirena con Luz Exterior con Batería PG9911BBATT | PG9911BBATT | SIRENA CON LUZ ESPECTROSCÓPICA EXTERIOR 110 DB C/BATERÍA INALÁMBRICA POWER G COMPATIBLE CON NEO, PRO, QOLSYS E IOTEGA | 3151.38 |
| Sirena 30W 118dB SF-581A | SF-581A | SIRENA DE 2 TONOS 30 W/ SONIDO 118 DB. | 289.68 |
| Sirena Estrobo 115dB SF-06R | SF-06R | SIRENA ESTROBO DE 115DB/ USO EXTERIOR E INTERIOR | 197.40 |
| Sirena/Estrobo 24V HEC3-24WR | HEC3-24WR | SIRENA/ESTROBO, COLOR ROJO, 24 VCD, 100DB, INTENSIDAD LUMINOSA SELECCIONABLE | 1969.46 |
| Switch Tamper SFTAMP01 | SFTAMP01 | TAMPER SWITCH / NORMALMENTE CERRADO / APLICACIÓN PARA PANELES DE ALARMA, GABIENTES, PANELES DE ACCESO, ETC / FACIL USO | 64.45 |
| Teclado Autónomo con Lector ACF-44 | ACF-44 | TECLADO AUTÓNOMO PARA 500 USUARIOS CON LECTOR DE PROXIMIDAD INTEGRADO | 2170.00 |
| Teclado de Iconos NEO HS2ICN | HS2ICN | TECLADO CABLEADO DE ICONOS ADMITE 128 ZONAS COMPATIBLE CON NEO | 1495.69 |
| Teclado de Iconos Power Series PK5501 | PK5501 | TECLADO CABLEADO DE ICONOS ADMITE 64 ZONAS COMPATIBLE CON PANEL POWER SERIES | 1900.00 |
| Teclado de Iconos con Receptor RFK5501 | RFK5501 | TECLADO CABLEADO DE ICONOS CON RECEPTOR INTEGRADO ADMITE 64 ZONAS DE LAS CUALES 32 PUEDEN SER INALAMBRICAS COMPATIBLE CON POWER SERIES | 1800.00 |
| Teclado Cableado LED PC1404RKZWH | PC1404RKZWH - | TECLADO CABLEADO DE LED ADMITE 8 ZONAS COMPATIBLE CON PANEL POWER SERIES | 1499.00 |
| Teclado LCD con Transceptor HS2LCDRF9 N | HS2LCDRF9 N | TECLADO CABLEADO LCD ALFANUMÉRICO CON TRANSCEPTOR INTEGRADO DE 32 CARACTERES ADMITE 128 ZONAS COMPATIBLE CON NEO | 1660.17 |
| Teclado LCD Alfanumérico DSC HS2LCDN | DSC HS2LCDN | TECLADO CABLEADO LCD ALFANUMÉRICO DE 32 CARACTERES ADMITE 128 ZONAS COMPATIBLE CON NEO | 2100.00 |
| Bobina Cable 4x22 AWG Blanco 1104-1101/1000 | 1104-1101/1000 | BOBINA DE 305 METROS / CABLE DE COBRE / 4X22 AWG / TIPO CM-CL2 / PARA INTERIOR / COLOR BLANCO / PARA APLICACIONES DE ALARMAS DE INTRUSIÓN Y AUTOMATIZACIÓN | 3620.00 |
| Bobina Cable 2 Conductores 22 AWG SF-22-02-LE | SF-22-02-LE | BOBINA DE 305 METROS DE CABLE, 22 AWG, 2 CONDUCTORES, TIPO CCA DE COLOR BLANCO, PARA APLICACIONES EN ALARMAS DE INTRUSIÓN/CONTROL DE ACCESO/AUTOMATIZACIÓN/ INTERFONOS Y TV PORTEROS. | 650.00 |
| Bobina Cable 4 Conductores 22 AWG SF-22-04-LE | SF-22-04-LE | BOBINA DE 305 METROS DE CABLE, 22 AWG, 4 CONDUCTORES, TIPO CCA DE COLOR BLANCO, PARA APLICACIONES EN ALARMAS DE INTRUSIÓN/CONTROL DE ACCESO/AUTOMATIZACIÓN/ INTERFONOS Y TV PORTEROS | 1586.00 |
| Bobina Cable Cat5e Exterior 152m PRO-CAT-5-EXT/500 | PRO-CAT-5-EXT/500 | BOBINA DE CABLE DE 152 M, CAT5E, 100% COBRE, FTP, BLINDADO, PARA INTEMPERIE, COLOR NEGRO, UL, COLOR NEGRO, PARA APLICACIONES EN CCTV, REDES DE DATOS. | 1808.10 |
| Bobina Cable Cat5e Exterior Lite PRO-CAT5-EXT-LITE | PRO-CAT5-EXT-LITE | BOBINA DE CABLE DE 305 M, CAT5E, COLOR NEGRO, SIN BLINDAR, PARA APLICACIONES DE CCTV, REDES DE DATOS. USO EN INTEMPERIE | 3650.00 |
| Bobina Cable Cat5e Exterior 305m PRO-CAT-5-EXT/305 | PRO-CAT-5-EXT/305 | BOBINA DE CABLE DE 305 M, CAT5E,100%COBRE, FTP, BLINDADO, PARA INTEMPERIE, COLOR NEGRO, UL, COLOR NEGRO, PARA APLICACIONES EN CCTV, REDES DE DATOS. | 4522.00 |
| Bobina Cable Cat6 Plus Blanco PRO-CAT-6-PLUSW | PRO-CAT-6-PLUSW | BOBINA DE CABLE DE 305 METROS DE CABLE CAT6 DE ALTO DESEMPEÑO, SUPER FLEXIBLE, UL, COBRE, COLOR BLANCO, PARA APLICACIONES DE CCTV Y REDES DE DATOS | 3672.13 |
| Bobina Cable UTP Cat5e Exterior DS-1LN5EO-UU/E | DS-1LN5EO-UU/E | BOBINA DE CABLE UTP / CAT 5E / 24 AWG / 305 MTS / USO EXTERIOR / 100% COBRE / COLOR NEGRO | 2801.19 |
| Bobina Cable UTP Cat6 Azul NUR6C04BU-C | NUR6C04BU-C | BOBINA DE CABLE UTP 305 M. DE COBRE, NETKEY, AZUL, CATEGORÍA 6 (24 AWG), 1000MBPS, RISER (CMR), DE 4 PARES | 3788.79 |
| Bobina Cable UTP Cat6 Mejorado Blanco PUC6004WH-FE | PUC6004WH-FE | BOBINA DE CABLE UTP 305 M. DE COBRE, TX6000™ PANNET, REELEX, BLANCO, CATEGORÍA 6 MEJORADO (23 AWG), PVC (CM), DE 4 PARES | 4724.14 |
| Cable Cat6+ con Gel Exterior PRO-CAT-6-GELX/500 | PRO-CAT-6-GELX/500 | CABLE CAT6+ CALIBRE 23 UTP, INTEMPERIE CON GEL DOBLE CHAQUETA | 3600.00 |
| Cable para Cerco Eléctrico 50m AWG50 | AWG50 | CABLE DOBLE AISLADO DE ALTA DURABILIDAD PARA CERCAS ELECTRIFICADAS BOBINA CON 50 MTS (CABLE BUJIA) | 690.00 |
| Cable HDMI 1.5m CABLEHDMI | CABLEHDMI | CABLE HDMI 1.5 | 150.00 |
| Cable HDTV 5m 5MHDTV | 5MHDTV | CABLE HDTV 5M | 250.00 |
| Metro Cable para Alarma 22 AWG MC22AWG | MC22AWG | METRO CABLE PARA ALARMA CALIBRE 22 COBRE | 21.00 |
| Cable para Cámaras XMR TRANSFERCABLE | TRANSFERCABLE | CABLE PARA CONECTAR CÁMARAS CONVENCIONALES EN XMR EPCOM | 125.00 |
| Cable Telefónico 4x24 AWG 660565 | 660565 | CAJA DE 1000 FT ( 305 M ) / 4 X 24 AWG / CABLE TELEFÓNICO EK-TEL-CMR / USO INTERIOR | 3810.00 |
| Contacto Doble de Sobreponer MS102 | MS102 | CONTACTO DOBLE DE SOBREPONER | 66.08 |
| Bobina Cable UTP Cat5e Blanco DH-PFM920I-5EUN-C-V2 WHITE | DH-PFM920I-5EUN-C-V2 WHITE | BOBINA DE CABLE UTP BLANCO 100% COBRE/ CATEGORIA 5E/ 305 METROS/ CPR ECA/ VIDEO Y REDES/ COMPATIBLE CON ALIMENTACIÓN POE/ | 2293.10 |
| Kit Extensor USB por UTP KITUSB | KITUSB | EXTENSION USB HASTA 45 METROS POR UTP CAT5E/6 EXTENSOR RJ45 | 790.00 |
| Kit de Brackets para Rack EI-QR-BRA-2PZ | EI-QR-BRA-2PZ | KIT DE BRACKETS ADAPTADORES PARA RACK EIQR Y ORGANIZADORES DE CABLE VERTICALES. | 307.87 |
| Metro Cable 4x22 AWG METCCA | METCCA | METRO DE CABLE 4X22 AWG / APLICACIONES EN ALARMAS DE INTRUSIÓN /AUTOMATIZACIÓN | 21.00 |
| Metro Cable de Bujia MBUJIA | MBUJIA | METRO DE CABLE DE BUJIA (PARA CERCADO ELECTRICO | 21.00 |
| Metro Cable Eléctrico Calibre 10 MELE10 | MELEC10 | METRO DE CABLE ELECTRICO 100% COBRE CALIBRE 10 | 27.00 |
| Metro Cable Eléctrico Calibre 12 Verde C12AWG | C12AWG | METRO DE CABLE ELECTRICO VERDE CALIBRE 12 | 19.00 |
| Metro Cable Calibre 12 Blanco CAB12B | CAB12B | METRO DE CABLE CALIBRE 12 MARCA INDIANA COLOR BLANCO 3.31 MM2 | 29.00 |
| Metro Cable Eléctrico Calibre 14 MELE14 | MELEC14 | METRO DE CABLE ELECTRICO, COBRE CAL 14 | 25.00 |
| Metro Cable UTP Cat6 MUTPCAT6 | MUTPCAT6 | METRO DE CABLE UTP 100% COBRE CAT6-CAL23 IDEAL PARA CCTV Y REDES | 21.00 |
| Metro Cable UTP Cat5e CABCAT5E | CABCAT5E | METRO DE CABLE UTP CAT5E 100% COBRE IDEAL PARA REDES Y CCTV | 19.02 |
| Metro Cerco Eléctrico Acero Inox METCELECAINOX | METCELECAINOX | METRO DE CERCO ELECTRIFICADO A 5 LINEAS, ALAMBRADO ACERO INOXIDABLE, POSTE DE ACERO CEDULA 30 EN BLANCO O NEGRO | 255.19 |
| Rollo Cable THW-14 Blanco 00-643B | 00-643B | ROLLO CABLE THW-14 BLANCO | 1120.00 |
| Rollo Cable THW-14 Rojo 00-643 | 00-643 | ROLLO CABLE THW-14 ROJO | 965.52 |
| Rollo Poliducto 1 1/2" POLIDUC11/2 | POLIDUC11/2 | ROLLO DE 100 METROS DE POLIDUCTO LISO DE 1 1/2 PULGADAS | 2100.00 |
| DVR Acusense 16 Canales DVR-216G-K1(C)(S) | DVR-216G-K1(C)(S) | (ACUSENSE / EVITA FALSAS ALARMAS) DVR 2 MEGAPIXEL (1080P) LITE / 16 CANALES TURBOHD + 2 CANALES IP / 1 BAHÍA DE DISCO DURO / 16 CANALES DE AUDIO POR COAXITRON / SALIDA DE VÍDEO FULL HD | 3800.00 |
| DVR Acusense 4 Canales DVR-204G-K1(S) | DVR-204G-K1(S) | (ACUSENSE / EVITA FALSAS ALARMAS) DVR 2 MEGAPIXEL (1080P) LITE / 4 CANALES TURBOHD + 1 CANAL IP / 1 BAHÍA DE DISCO DURO / H.265+ / SALIDA DE VÍDEO FULL HD | 901.17 |
| DVR Acusense 8 Canales DVR-208G-K1(S) | DVR-208G-K1(S) | (ACUSENSE / EVITA FALSAS ALARMAS) DVR 2 MEGAPIXEL (1080P) LITE / 8 CANALES TURBOHD + 2 CANALES IP / 1 BAHÍA DE DISCO DURO / H.265+ / 1 CANAL DE AUDIO / AUDIO POR COAXITRON / SALIDA DE VÍDEO FULL HD | 2025.86 |
| DVR Acusense 16+8 Canales 4MP IDS-7216HQHI-M1/S(C) | IDS-7216HQHI-M1/S(C) | (ACUSENSE / EVITA FALSAS ALARMAS) DVR 4 MEGAPIXEL / 16 CANALES TURBOHD + 8 CANALES IP / 1 BAHÍA DE DISCO DURO / AUDIO POR COAXITRON / SALIDA DE VÍDEO EN FULL HD | 4276.00 |
| DVR Acusense 8+8 Canales 8MP IDS-7208HUHI-M1/S/A(C) | IDS-7208HUHI-M1/S/A(C) | (ACUSENSE / EVITA FALSAS ALARMAS) DVR 8 MEGAPIXEL / 8 CANALES TURBOHD + 8 CANALES IP / 1 BAHÍA DE DISCO DURO / AUDIO POR COAXITRON / 8 ENTRADAS DE ALARMA / 4 SALIDA DE ALARMA / H.265+ | 4350.00 |
| DVR 4 Canales S04-TURBO-G3 | S04-TURBO-G3 | (AUDIO POR COAXITRON) DVR 4 CANALES 2 MEGAPIXELES (1080P) LITE / 4 CANALES TURBOHD + 1 CANAL IP / 1 BAHÍA DE DISCO DURO / H.265+ / SALIDA DE VÍDEO FULL HD | 1290.00 |
| Router HAP Lite TC RB941-2ND-TC | RB941-2ND-TC | (HAP LITE TC) 4 PUERTOS FAST ETHERNET, WI-FI 2.4 GHZ 802.11 B/G/N Y BASE TIPO TORRE | 1200.00 |
| DVR 8+4 Canales 5MP Acusense IDS-7208HQHI-M1/FA(C) | IDS-7208HQHI-M1/FA(C) | DVR 8 CANALES TURBOHD + 4 CANALES IP / 5 MEGAPIXEL - 3K LITE / ACUSENSE (EVITA FALSAS ALARMAS) / AUDIO POR COAXITRON / 1 BAHÍA DE DISCO DURO / H.265+ / SALIDA DE VIDEO EN FULL HD | 3200.00 |
| Adaptador HDMI a VGA HDMI-VGA | HDMI-VGA | ADAPTADOR HDMI A VGA CHAPADO EN NÍQUEL | 480.00 |
| Cámara Bala IP WiFi 2MP con Sirena C3W | C3W | BALA IP 2 MEGAPÍXEL / WI-FI / AUDIO DE DOS VÍAS / SIRENA (ALERTA AL INTRUSO) / LUZ BLANCA / RANURA PARA MEMORIA / USO EN EXTERIOR. | 2300.00 |
| Cámara Bala IP WiFi 2MP C3WN | C3WN | BALA IP 2 MEGAPÍXEL / WI-FI / MICRÓFONO INTEGRADO / DETECCIÓN DE MOVIMIENTO / NOTIFICACIÓN PUSH / RANURA PARA MEMORIA / USO EN EXTERIOR | 1800.00 |
